,f1,f2,f3,f4,f5,p1,p2,p3,p4,p5,error,mse,pearson,spearman
10085.231,95.01802402685857,166.63787320714712,357.5859098527523,13.019317599466548,262.97201782114615,0.04817443409356149,0.039010000924861794,0.038493920053287875,0.03710110643295439,0.02834081214135028,148.59028706313637,59.07117162055624,0.31447886477603465,0.1722338136247965
10106.374,91.86422762580503,170.70913765214348,355.40692324838807,44.04120583528409,307.5839014578671,0.03841214944847748,0.03360374270976006,0.03355356562797557,0.033491673180448704,0.025703723687299323,69.78872180420586,18.784461772368772,0.28992765983659025,0.24490203769188454
10126.784,7.514509335809463,352.13844334184165,172.1426814708042,255.05885594213908,270.4264456781818,0.03100849820244916,0.030482100362242547,0.02893925132363959,0.026644922084568822,0.026585549810484263,70.04981398930722,24.30494669043087,0.27257270558904656,0.19232797090829465
10135.225,319.8074157873688,59.48123743015828,149.70465906830847,2.646228512877659,203.0916391331757,0.0413462690404896,0.03633601439351581,0.03378562004828179,0.03376876147649324,0.033213339707430296,236.18698172282598,101.35946166169484,0.35083859863932826,0.17336333166420886
10135.424,56.82841669773753,210.6189975636574,313.6621272489885,82.8042306918694,320.4857958258134,0.05009144707353549,0.048281732192896276,0.04181633024005978,0.03468880087159371,0.03451394043929762,335.3475701651211,161.3002754839529,0.36465348073078974,0.21035061257971477
10146.587,315.2676963258885,209.0134284867574,52.64246874724829,223.11949966237867,39.45386561556985,0.05157135314252146,0.0502049110154836,0.04839791389195602,0.03226076528727612,0.027100010042898682,225.42546170359677,79.84306616720679,0.3118750466392459,0.1404997273148004
10148.995,228.68164967878218,295.5994751338637,33.949057351912764,279.2570756011317,245.3107579752463,0.04531800934616639,0.04491203942915288,0.042839511500701456,0.03974898287833799,0.03962180470161086,268.9498410483938,197.697260906956,0.3231035172154715,0.20746714143582765
10151.784,43.81183882429838,190.32001709142187,306.43706640293857,217.78671665696086,70.41841209864097,0.04401245666602865,0.04009436358459593,0.03944491114083486,0.03906734506857044,0.034738115780372524,208.27002143039297,132.61224885943406,0.3234160665424119,0.1580646693704161
10155.61,161.59179896546144,329.37376750150975,194.9073573111361,130.34054371865818,101.38295858171207,0.0412524999459177,0.03623693914993819,0.03593204778722179,0.03560085536413243,0.032354405079703705,200.70597265444965,159.75011203010894,0.35145027158141096,0.2360321922652063
10155.755,167.55534125108997,239.28987393687137,23.340833093823587,95.99283382354784,284.9912508757745,0.04787251372821586,0.045604618928023144,0.04150774692706179,0.04004951105808194,0.037463722318656426,151.10028421666456,77.68071885656305,0.32271843916566983,0.24020997263407665
10161.266,261.5939813963714,0.9786122536543115,270.8360682756616,252.75372438139817,348.15961502351183,0.060696109968186064,0.05799277415635331,0.028122161927931117,0.026570594817571295,0.025075901973441932,153.44652415024444,179.76147581543228,0.33749656974446895,0.44388964252527496
10167.16,314.86630405666347,20.301720198262903,210.38963055267166,102.2430848729085,52.241076478023295,0.042987139398722944,0.03955057296054709,0.03765221162033591,0.03751560088077549,0.03479091101953498,274.32967298554985,148.44800369247636,0.3065229902441281,0.16111030682367727
10174.488,350.59021601768814,88.02233019179435,132.8062390867546,174.6083768389006,128.84965814725106,0.049412091549189165,0.04478353922533181,0.038380221361817346,0.03820199552731663,0.03324915954510759,157.0835711369492,80.80950324031934,0.29745306994999865,0.22368511073902314
10174.898,173.00280776200063,7.571851088555891,89.62789926869434,270.31176217268893,351.2783170506452,0.02450472994745632,0.024424564766998953,0.02309330830332642,0.022860634776954193,0.021919599240634517,167.47898047222074,186.54793470487294,0.23695491738321822,0.16837707746798658
10183.825,174.2069845696756,220.48177903604298,303.7993457766029,42.206269747398395,330.2912355454526,0.04095638232512944,0.03406012300630792,0.03156348174110956,0.028949214779875918,0.027952681344121398,161.31357872895165,69.6771287479584,0.2984376458946156,0.2490064115677072
10192.499,211.7084908658395,50.92221616485545,312.51529219405995,219.96570326132513,41.28880170345555,0.040463028348867655,0.03577665757211687,0.029955373537321386,0.027027618715138767,0.025614537082176776,87.67439598222191,25.469987485944454,0.2772261196593664,0.21907106279441066
10205.844,158.09395204792935,59.6381625823125,322.60744067743127,314.80896230391704,104.47941323001919,0.03421477084672153,0.031684046968616986,0.030525761663905002,0.030343543968817034,0.02653859472082875,258.8140153838299,319.7459687560152,0.3153034112591194,0.1677893957687079
10211.576,207.46520116260385,52.47044348900901,211.88051612407878,52.47044348900901,0.03366145277424534,0.032756496237776274,0.032734462871562606,0.029675050200515415,180.25318276922525,103.97703247802887,0.27193366567426325,0.2027000570267046,,
10213.851,334.362499990449,176.27128766854702,320.37111232032055,348.00983714409887,15.026278945591528,0.04572280805253905,0.03917570149094639,0.03236045370018028,0.028300087819995656,0.028069732312845954,119.30374248845423,73.78940267005329,0.3444522957182824,0.1802375194786488
10228.586,311.8271911611028,49.20196358246261,213.37140169548593,86.41676111489437,349.04198869353456,0.0349276943391325,0.032982839542291066,0.03004873760732731,0.02701492915743825,0.02466122138756571,183.72270627461833,52.4343479049894,0.25157582264779077,0.13878284720691597
10233.464,243.36113838186776,234.58785021166426,229.82848473371075,80.45321882926586,125.8105452516904,0.04631236917275106,0.039728544960554446,0.033548321726606774,0.032993391271871904,0.03295726969314459,215.3533752337713,113.94871767530304,0.4209019585501125,0.22637679886113884
10273.897,342.5623706331882,297.4344112217494,34.809183643109186,226.84671359089648,116.4064978012762,0.035443432652677895,0.03518112672922572,0.034609647066519256,0.033030551952369674,0.026359416864487152,155.3984653258379,67.58011344579442,0.2904145482171109,0.19053388097676557
10287.588,61.30107341195892,201.27229186598962,207.12115064612527,317.1026324137742,55.45221463182326,0.0468375321488412,0.039988096819143414,0.03931652719949993,0.0365950951852176,0.030950065860194064,277.8568245599221,157.02657003356725,0.3006956642508914,0.17076264220008067
10289.457,2.181726330391661,260.3916389475569,263.8321441123426,276.8487219857817,292.90441275478156,0.15292571878253655,0.10739167843087491,0.09859526253514654,0.03095795669489601,0.028131934444676033,35.05445297524699,7.089243176921266,0.42410611972209983,0.4901380639070469
10295.345,152.2450932677937,159.12610359736505,103.50460343332992,73.62955025244094,132.51953032302245,0.03606198986130497,0.030108513653928286,0.029109929123711836,0.028802146319973135,0.0240633957265529,114.24816517073255,42.31731676586649,0.32823490048408444,0.13570509852343468
10298.845,264.57758689804615,2.0097010721523767,260.678347711289,272.8347992935318,252.42113531580338,0.05085965398159651,0.045677499324470294,0.042576890818276564,0.036206501271564245,0.03465467950656016,89.14365346468902,72.34575063023968,0.30124656317125237,0.3078095270998932
10308.075,183.55369026734337,28.96032486297353,101.72700909819065,120.59244575176545,343.93857269910245,0.03733944120280684,0.03348889663297444,0.027879773993838643,0.025315330399696842,0.021589737728285374,109.02624243592385,33.363683363472944,0.36107681771710276,0.240365802880069
10312.344,174.09230106418275,187.68229646508618,41.74753572542697,231.49139556335717,350.47553251219523,0.04001320667972715,0.0336533242946826,0.02872724283314464,0.02766152214928122,0.027522817591082563,100.41672056880513,76.05298048383906,0.35799934834436475,0.18138001986870148
10330.129,310.50833084793493,269.27961062325323,248.29252911806057,254.9441724366462,14.338177912634393,0.04059088232834041,0.03735738397697473,0.03111460380638522,0.031060907463292743,0.028311965389147684,140.51987231170943,43.932528174335154,0.32960946109186073,0.14449548919737676
10342.865,121.73928080669401,283.9590993263388,21.333871747698606,336.1974360783347,188.48508100353618,0.042768612632623694,0.03996989279493275,0.03915467534699805,0.029706156005781588,0.02929784765538596,269.30427175906476,166.69418622387323,0.33961040447259416,0.22747791098557377
10350.127,261.07973998051403,0.5761572534916771,275.5298616726139,294.0512478097101,248.69392138728554,0.06325982358665898,0.058544095537317715,0.04813974343238326,0.04363691261535469,0.043335767196835434,289.28870649727804,155.06778130197034,0.405000248588201,0.2278553826663733
10356.827,211.7096739547368,102.29714232786041,16.24814709769897,279.27449542631786,246.38185081865774,0.03599260120649878,0.035976215625845395,0.03119690389540137,0.028655741168328062,0.023892209654602786,170.65614476450088,39.025935713886646,0.311926908866689,0.14053007337483164
10375.72,286.3674529416888,259.4168291508676,23.742225363048583,237.56962135447853,289.97998336471375,0.04293152452179324,0.041578140680720424,0.036718709782470285,0.03199318185016646,0.028905650319840118,106.38119196671785,83.61150599520154,0.3320050661618929,0.23603250555866775
10399.386,2.1243845776452326,260.50632245304973,255.17353944763192,6.425016033627331,270.36910392543535,0.04959324811271359,0.03743241788625453,0.02617735471658404,0.025624733800421507,0.021935216131171765,50.409792714177584,10.743544916800515,0.2835821096352199,0.3687754553005522
10421.218,2.1243845776452326,263.54543534861045,267.3873327826211,150.52484068540085,112.1058663452941,0.04087207550634248,0.03254037359470991,0.032058960542306135,0.025956047981346198,0.025440955794407905,36.25280050725459,18.234783171128175,0.32091565408934764,0.3690080058849943
10430.798,96.5089095982657,111.53244881782983,202.7058356846503,151.72901749307584,59.867529593298215,0.03883157733713767,0.03412697547745286,0.033440598505350985,0.03308554656221113,0.03242417372321272,208.56845430445244,88.7206526099767,0.34282389345434505,0.16388967832348644
10432.012,128.01706079717917,134.6186961887408,341.16377565690414,324.22914573941995,183.41339256115293,0.042736104243703006,0.04241834570844158,0.03848353561618649,0.037804629719529304,0.029644960598524662,246.08929103023004,166.51106108988733,0.34530475149460627,0.21856560773917613
10453.365,327.1374391443991,358.79008666042733,166.4085061961614,96.16485908178713,110.95903129036554,0.04370242117538618,0.04109715457785639,0.0390520633800719,0.03872547687415504,0.027053843216702726,155.31977455690273,50.55642800451232,0.3034419764497176,0.2197087069398675
10471.83,268.76353484853536,255.5175899641105,7.05577531383804,207.1784923988717,319.33896077088485,0.033877778063603356,0.02978951433021961,0.026891500017498404,0.01916990362507386,0.01911778502830586,89.5707415571524,37.151681514671175,0.25518749203123187,0.20466173705751808
10512.011,278.91302508465316,104.59409673551204,188.19837223980403,247.66176983784985,16.001088742280807,0.028072246471005542,0.02402103553697763,0.023337309345329082,0.022254317037714837,0.022052166265360905,122.64854698911014,32.8023092935216,0.28152239092954723,0.20037420740792075
10527.657,146.79762675688303,37.332220763952016,73.22815798321594,114.85827047712266,340.78477629804894,0.025247427644059645,0.02400463920884105,0.023854522702933045,0.023192669313340707,0.021476246558555824,43.178260194370125,4.994557680209554,0.29877296896301053,0.25727315576855214
10575.401,350.9916082869131,215.49304654710375,174.2069845696756,308.78807826554214,202.0750764044396,0.04102028039482115,0.03484207965838002,0.03171607596383281,0.030353295718883302,0.02845033189497859,155.9199626844233,49.61405249178461,0.32126267580436735,0.1473044932038037
10588.762,62.447908466887476,82.9762559501087,305.86364887547427,218.7041847009037,37.332220763952016,0.04352346631565194,0.04120314529583515,0.04007602194878481,0.03948300241586358,0.03655991655226353,122.50642280643001,35.65445139377035,0.3810005156466667,0.21837913845301227
10643.675,196.25304857588918,135.2804050357125,160.16367992062908,47.643005036872324,126.43046431451816,0.035274267316012395,0.032965649820066306,0.02985796767891674,0.029659469583548863,0.028702248139441063,110.11054110231146,18.907479233787466,0.3618771807420732,0.2228104814738379
10654.707,355.80831551761304,93.18308793897288,168.47280929503282,322.20604840820624,75.92322036229805,0.04390564312819162,0.04094853474177851,0.04053591558389284,0.037334076448576295,0.03190781458282727,226.87835794886527,34.900411225157946,0.3110812521136155,0.13680565728180938
10655.706,294.16593131520295,283.32834004612806,281.034669936271,18.40944235763078,31.598045489309214,0.042414730748476084,0.04115067341112432,0.04037371682281159,0.03531930575416284,0.033453075753147356,178.78155899646228,35.867598416711054,0.33095477410077745,0.22640976594515302
10686.683,37.5042460221913,225.12646100850367,166.23648093792212,237.28291259074638,284.2458080900709,0.032632302941548674,0.030401751868959874,0.02707060231879252,0.02625808906599802,0.02035240485209872,144.7096434687821,24.921445629280413,0.30753411775824535,0.20952646843764322
10689.208,265.4377131892426,344.9133824957917,3.5005866435595046,72.02398117554095,26.150578978398556,0.04187622156957317,0.03257339388268043,0.031883086341890514,0.031609569267900026,0.028454538542811943,227.81433180032292,54.398859038751255,0.35974904597590657,0.1899212859933854
10690.996,139.6673197093381,357.86093603344995,121.98680567939168,109.98931401621374,190.58490394493063,0.04054807929746947,0.033662901650484765,0.03318044557159397,0.03069412027129295,0.027244672595929467,152.48072193591292,20.328585601686836,0.3490515741994196,0.17863859168972887
10695.088,330.0271037789654,195.18152521567586,164.8140024144923,359.4761381778447,67.45423177024415,0.05101122004735082,0.04605296003922156,0.04435673583202112,0.04425216046935429,0.036565147988281144,263.0466794287239,39.77314911440122,0.31208623735578545,0.10279473615452261
10700.044,253.73999562897123,8.890711401723735,281.1493534417638,19.2695686488272,243.13177137088203,0.042156826485769315,0.041004875051544924,0.03605110505304121,0.031840896861224,0.03162166657183676,183.665616408133,30.121774158038907,0.3120181931812816,0.06815870529582636
10706.408,333.6363356417701,71.01181717746816,191.61818073888855,326.8052279483817,197.47341590465004,0.039612429371050174,0.03757001736988762,0.03464888090214524,0.03377796720437995,0.03241463919091839,248.22074179353294,48.65571444229936,0.2767902666356229,0.1664772799816146
10713.68,134.0104158944296,347.78047013311317,219.73633625033943,129.5377591802082,85.78600183468366,0.03292396566832099,0.031648462716345284,0.03142356831357035,0.031056032961729357,0.025992232887990026,60.20659689844905,19.80650056567547,0.3280401093520155,0.12047414993168123
10723.35,109.58282922445127,300.5882076228029,262.39860029368185,1.206916533702385,153.0478778062437,0.03418436191700569,0.03210206793887148,0.03143961478250893,0.03043501865696999,0.02981522234974497,169.5219292656444,48.34265497363772,0.3189548121521658,0.16106917948277719
10731.714,132.69155558126175,287.11289572739236,121.9113060649333,129.9391514494332,140.3753504492831,0.026641950306677945,0.026307966916360333,0.025003778152021157,0.023846921529874113,0.02308646700262263,73.06976650803631,36.650602589036836,0.28633432787668334,0.10478280264169948
10746.152,348.9273051880417,86.35941936214795,181.89077943769695,342.39034537494894,80.739927592998,0.04389378093263929,0.03967809435519483,0.03962852452583048,0.03590236321939777,0.03447329182182822,302.59566924993476,102.29220101251926,0.285848147793162,0.15135233287635166
10753.92,339.40857423213464,72.19600643378023,311.36845713913135,334.763892259674,213.83013571745735,0.04246301452967904,0.03754888768657276,0.03374905192120953,0.03248815649873565,0.026104266691213743,103.66067693562779,53.71510337813246,0.32868217648710274,0.1639423731397914
10775.059,251.61835077735338,11.012356253341569,299.5560560733672,272.6627740352925,340.0966752650918,0.0377851932951856,0.035112474752875225,0.025559070359080897,0.025099139932885095,0.024215143669747814,89.02177545786513,19.207506306140857,0.27283566195440195,0.2699499801486442
10832.257,299.9001065898458,37.332220763952016,255.1161976948855,337.63097989699537,225.64253678322152,0.04840252459136943,0.04312097411607914,0.03641335604011239,0.036319002084203696,0.03228766428675326,140.32118751859068,16.390858951924432,0.3451104412302751,0.27245042285954757
10834.289,1.493625297434525,261.07973998051403,270.4264456781818,252.7078440795355,275.41517816712104,0.39646437407186114,0.28451141072858277,0.06311188078811894,0.023992166732067836,0.017991063868959354,18.56814827473257,2.81205634535114,0.6415854074608706,0.6766828736396601
10844.693,2.5257768468702286,355.00553097916304,288.546439546053,350.87692478142026,173.5762252894649,0.028378656964828566,0.020057463896530087,0.019249251821373565,0.019212387939587676,0.017328351052201287,36.20090898363576,9.479036725197881,0.30429253182008653,0.3597779043733184
10859.628,156.94711699300078,105.68359003769417,187.79697997057903,49.83272286267332,123.40219163634042,0.042700443504882384,0.04240012792220004,0.033275319707978056,0.03313058198761188,0.031004182740110856,184.015232419262,63.88914731012969,0.3615195428375853,0.21470169785479465
10879.288,157.4627239862386,342.33453762313627,302.2799357876008,104.1332110689116,225.67622811648337,0.03612699275122929,0.031382660233889664,0.03127781712667559,0.030474375954408058,0.027381481000838176,164.71772049473705,54.401789076262155,0.3487326071967484,0.19619811549608673
10898.68,257.63923481572834,266.297839480439,276.619354974796,246.28556777193558,15.026278945591528,0.03846989467548494,0.033769427227758796,0.031808607573378174,0.030908290315523123,0.026683975100342157,78.71018631065996,38.80374586961449,0.3156173158971484,0.23095513226100872
10926.43,1.493625297434525,262.7999925629069,357.81527686373806,332.355538644324,95.87815031805499,0.10640789988994599,0.08806372316344019,0.019334726763889778,0.019073423713514084,0.018161347823252745,23.32901216870319,10.328196965284404,0.3973303993233231,0.5447315568806596
10951.348,333.2730066882669,191.98292792106827,351.10629179240595,318.02010045771704,70.64777910962668,0.030286317684618085,0.030079118803011194,0.029778930485851805,0.02970534996131576,0.0280648364748471,68.56253794011424,17.308871147850184,0.2688586662048295,0.1951833592269486
10975.33,1.493625297434525,261.4237904969926,270.36910392543535,275.41517816712104,305.2328895952636,0.36083128153843574,0.347709117242563,0.0606144154694529,0.02307614583257939,0.015923256831185617,18.002546998779216,1.474013592088181,0.693513773569157,0.705577297975954
11009.293,184.92989233325764,273.4655585737425,107.57586787832629,76.66866314800161,11.87248254453799,0.0293446107746927,0.029035127756659666,0.027522301361925607,0.026980514206668648,0.02483788072237398,101.40475745554862,41.421243353474345,0.3080028091581109,0.20859006341092626
11029.814,1.149574780955957,261.481132249739,323.7542757323598,270.4264456781818,200.8135578440182,0.1721639887698763,0.1500526784726401,0.04018862203537811,0.033167622925813614,0.029749114767163545,22.434233212112883,2.499537965488111,0.48181254171657467,0.5047662721045542
11072.457,116.92257357599406,155.11218090511508,70.01701982941597,332.64224740805616,107.51852612557987,0.040423031977512756,0.03978972265172187,0.03976342281166841,0.03793024186922887,0.03452119822189357,133.5352693323508,32.19034155517518,0.33938003260349064,0.21589926974163784
11090.019,151.27028347110442,338.8924984574168,76.26727087877661,2.181726330391661,8.776027896230879,0.03223557740168553,0.032126047351810384,0.03174607949814589,0.030594598408650864,0.02961237231994004,78.8233337653776,26.90258207739194,0.33919403808045817,0.2129555553902471
11140.911,290.7254261504173,260.56366420579616,232.52354711279287,108.72270293325487,29.017666615719957,0.03413192046838528,0.03286327816868339,0.03213840163211551,0.031029220649775112,0.028077309179148906,90.51748233754208,20.471289138793047,0.3365227037084211,0.21420241502272694
11156.034,221.39924707998583,40.94475118697698,303.51263701287075,115.71839676831907,146.91231026237588,0.04157204523324829,0.03988344552427051,0.037522057324995396,0.03057541882309934,0.02866989862012323,133.94556412251004,34.25096799583775,0.30746677763116587,0.24860570484372385
11214.803,265.89644721121397,43.06639603859482,1.722992308420237,305.691623617235,294.8540323481601,0.03945987716006385,0.037380663813727184,0.036859457727401006,0.03562302804201191,0.03423740376356205,121.55146745507501,42.317583058949324,0.35468907496909985,0.22731712731712733
11288.192,189.9534570152897,72.67654090106701,335.3010593653689,303.44169155166674,220.779548035034,0.044632287143225834,0.043138186187829705,0.04211153936531906,0.04113274800062178,0.031313702774449725,258.32226771777107,40.513364239730755,0.28816733899770636,0.18998995621351622
11291.166,150.410157179908,127.30143082309753,121.56725554845472,161.36243195447574,351.90907633085595,0.03677452941545272,0.035541673438872684,0.034639039897803856,0.0323282585320518,0.031712204192942385,90.52571115489103,8.946554237049378,0.38656539213644936,0.2772084203602828
11295.553,67.71816705228842,93.43507105809869,139.3457855919613,113.68641380987769,38.08907183306631,0.0635541548074966,0.05916441157459661,0.058392329100528224,0.043053356368533774,0.03802146678216874,239.26304606586353,51.91323224686395,0.48698062986254315,0.3651292654795061
11299.44,83.83638224130512,178.7369830366434,346.40426806719887,264.9216374145247,123.28750813084757,0.04702761485335425,0.04238381800642581,0.040050491017809164,0.038094289071487965,0.03432959559578121,166.8520889801166,12.138968983192818,0.32019232179252527,0.15519683617622576
11306.335,207.63722642084312,178.56495777840414,346.63363507818457,84.0084074995444,325.47452831475266,0.050321541779996516,0.04354157843508806,0.04323005014315014,0.04075252333532977,0.0357432017831158,159.01411908490553,9.70255763416904,0.32288399650863525,0.1995274323542281
11312.851,1.149574780955957,261.4237904969926,214.69026200865375,271.5159389803639,131.83142929006533,0.11240226734364502,0.08757084795489078,0.0359751352720146,0.03273742254605976,0.030395178362331403,32.26855358746927,1.0464570382243044,0.4301002216819958,0.48075770876343216
11323.366,238.77379816215353,200.4121655747932,285.50732665049236,324.1556680015848,253.68265387622478,0.033966572688872994,0.029998770116427077,0.02765686773449067,0.02583499957393202,0.025641358974115708,79.71268340566088,11.028832257623156,0.3008053585992451,0.13497254303909514
11331.193,1.149574780955957,261.4237904969926,355.34958149564164,243.53316364010703,283.04163128239594,0.1308669038208147,0.11105064241681746,0.02675888947820383,0.02173917684871595,0.01939812952779047,19.286559050844254,2.773960385885041,0.42677097103133677,0.5806982706556657
11346.885,342.84907939692033,104.3073879717799,158.32331905891505,312.9166844632849,208.66937797027882,0.04745008041849074,0.038255932422773725,0.0353426271529327,0.03403939352637007,0.030502124618643416,189.1036065490854,49.4617516167218,0.3610747152731678,0.24010760246348775
11354.235,1.493625297434525,262.74265081016046,191.810902662829,333.44503194650616,265.5523966947354,0.15252876599120363,0.15218845888762456,0.06116348244072301,0.05853276404432735,0.05319162989562273,24.48415079078742,1.791388535209156,0.5214321372429379,0.588855023182473
11377.135,189.40254904747903,338.2617391772061,347.895153638606,85.26992605996581,73.22815798321594,0.04042808147434911,0.036052017157730314,0.03546207213696906,0.033178712560323724,0.03309592642014595,82.36910687481819,10.547932246404901,0.3233587479886896,0.16763031736295722
11437.764,256.2553846275889,281.3410490142337,158.66813186489745,127.61242377982919,102.98599352383235,0.038160163344383276,0.03600419379669703,0.028117577439645613,0.024766491784630442,0.0244101314347232,89.42617953750282,4.896316734396559,0.3475082064421961,0.22920842246853415
11439.94,1.149574780955957,262.7999925629069,270.4264456781818,232.92493938201787,283.67239056260667,0.4685998627155677,0.4427927285401947,0.06615484418009818,0.01671458488709399,0.015906954553491726,16.397284309573585,2.5697848615543823,0.7487101940625047,0.7591338951059856
11447.236,332.355538644324,192.9003959650111,268.9355601067747,69.73031106568384,256.2630327498141,0.02876309874660238,0.026557279228337054,0.022815564736396295,0.02244587467964198,0.020889462427119667,128.84786682304113,17.073891940769478,0.23251044727507647,0.1577401282526695
11451.604,1.149574780955957,261.4237904969926,268.4194843320568,353.28527839677025,140.14598343829738,0.3112836838017092,0.30386191155967335,0.04267875901190171,0.02443174156825253,0.020135634062569713,18.520433703641288,0.5235423607564117,0.6239280230017041,0.6516194831471764
11462.828,335.3946515398847,196.28355937705038,328.3989577048205,131.54472052633318,234.53050845891784,0.037603111774404036,0.03746931340011626,0.03539410590793881,0.03273395201127893,0.026522492118900693,120.44514444666828,8.391976516699875,0.35457743797691577,0.20922412102269494
11468.326,265.495054941989,259.76087966734616,2.8698273633487967,343.5371804298775,103.33257817509063,0.038261981620611694,0.03762417840642038,0.03513075376993597,0.03456437972209457,0.029473357366670276,101.2454295580452,8.085119748224987,0.2949288101611683,0.20345476542546043
11490.32,329.8898432762276,74.83372706011592,187.7396382178326,228.96835844251433,194.33393978367184,0.03515516582708375,0.03437222702244664,0.03264045194396358,0.03192608336029422,0.030744656792854774,144.52051615956188,9.142063410473279,0.31339833882925,0.20086947574214126
11508.616,1.149574780955957,262.11189152994973,172.7734407510149,352.71186086930595,307.297192694135,0.03802321276219166,0.0353743755517921,0.023523217700230727,0.02334195650642253,0.022090263942802616,96.81646827825354,14.8036609540155,0.3043881080697488,0.3477336552336552
11538.791,0.977549522716673,264.57758689804615,261.59581575523185,230.45924401392145,341.7595860947382,0.09317133204006997,0.07894401307546003,0.07462254558272705,0.03163739822504394,0.025634949165087524,44.44332578709877,88.77877408802904,0.35948918402319663,0.6549939823393374
11565.249,1.436283544688097,262.74265081016046,161.0757231907436,101.49764208720494,104.59409673551204,0.0680545254779541,0.05622584318799526,0.033143751069231196,0.026143707332633923,0.024977645674317393,38.01914687938794,4.843072415013485,0.35130867590412646,0.4755834838019356
11591.684,1.149574780955957,261.4237904969926,282.64023901317097,276.8487219857817,243.8772141565856,0.4740921141251227,0.431779682403926,0.022649889533695493,0.018793017617173363,0.016377144184173575,18.510611188654668,2.241921015794828,0.7250389552139583,0.7359726033847622
11627.846,2.181726330391661,261.4237904969926,262.7999925629069,214.00216097569663,270.4264456781818,0.06984270091070785,0.059009501231457824,0.054267958152705055,0.029963955617228057,0.029503120232239843,60.1846892497226,7.564706312101836,0.3382737833184329,0.5865356873310213
11650.746,1.149574780955957,261.4237904969926,270.36910392543535,276.7913802330353,312.51529219405995,0.47542711513011554,0.4497750906359621,0.061501769455604205,0.021151261081466286,0.0164187650197507,19.55763377621473,1.4148272119431706,0.7447718993172231,0.7724941973806684
11696.348,206.3757078604217,56.25499917027325,318.24946746870273,100.06409826854423,262.0545497772033,0.038435246982398925,0.03228729350836888,0.03129466206952522,0.029402043385432616,0.026128632473143093,44.903353865676884,4.8153189494839514,0.29516519031705407,0.2669932358232381
11716.151,1.149574780955957,261.4237904969926,263.8321441123426,228.9110166897679,303.5699787656172,0.07241878867334739,0.07162579023805621,0.07065122223908807,0.02314987583122461,0.019407903235734398,50.24815278696262,6.410943403855568,0.33274875026864204,0.5057427027974658
